Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Elevator Technician ,DHL-Express,3-10yrs  ,"2,31,242",1.1,3.5,4.3,806
Junior Process Agent ,DHL-Express,1-5yrs  ,"2,16,921",1.0,3.2,4.3,806
Installation Engineer ,DHL-Express,1-12yrs  ,"3,07,192",1.4,6.5,4.3,806
Design Engineer ,Isgec-Heavy-Engineering,1-5yrs  ,"9,36,070",4.7,13.0,3.7,789
Senior Engineer ,Isgec-Heavy-Engineering,4-8yrs  ,"14,94,371",8.5,20.0,3.7,789
Sales Engineer ,Isgec-Heavy-Engineering,1-6yrs  ,"5,00,788",2.0,13.0,3.7,789
Senior Sales Engineer ,Isgec-Heavy-Engineering,4-13yrs  ,"4,48,859",2.1,7.5,3.7,789
Process Agent ,Isgec-Heavy-Engineering,4-7yrs  ,"3,56,645",2.1,5.8,3.7,789
Technical Support Engineer ,Isgec-Heavy-Engineering,1-5yrs  ,"6,43,231",4.0,8.8,3.7,789
Maintenance Executive ,Isgec-Heavy-Engineering,4-10yrs  ,"16,02,199",10.0,22.5,3.7,789
Elevator Technician ,Isgec-Heavy-Engineering,3-10yrs  ,"4,19,954",16.0,8.1,3.7,789
Junior Process Agent ,Isgec-Heavy-Engineering,1-5yrs  ,"6,31,426",2.8,9.0,3.7,789
Installation Engineer ,Isgec-Heavy-Engineering,1-12yrs  ,"7,93,105",5.5,10.1,3.7,789
Design Engineer ,HDFC-Securities,1-5yrs  ,"3,15,521",1.2,5.3,3.9,774
Senior Engineer ,HDFC-Securities,4-8yrs  ,"4,49,431",1.8,6.9,3.9,774
Sales Engineer ,HDFC-Securities,1-6yrs  ,"4,50,496",2.3,7.1,3.9,774
Senior Sales Engineer ,HDFC-Securities,4-13yrs  ,"1,91,724",1.0,3.3,3.9,774
Process Agent ,HDFC-Securities,4-7yrs  ,"5,96,592",3.2,9.5,3.9,774
Technical Support Engineer ,HDFC-Securities,1-5yrs  ,"7,31,928",2.8,11.6,3.9,774
Maintenance Executive ,HDFC-Securities,4-10yrs  ,"2,96,734",2.0,4.1,3.9,774
Elevator Technician ,HDFC-Securities,3-10yrs  ,"3,34,820",1.7,4.7,3.9,774
Junior Process Agent ,HDFC-Securities,1-5yrs  ,"2,08,405",90.0,4.2,3.9,774
Installation Engineer ,HDFC-Securities,1-12yrs  ,"2,41,392",1.8,3.0,3.9,774
Design Engineer ,DHL-Supply-Chain,1-5yrs  ,"2,24,910",10.0,4.1,3.4,754
Senior Engineer ,DHL-Supply-Chain,4-8yrs  ,"3,55,691",1.4,6.0,3.4,754
Sales Engineer ,DHL-Supply-Chain,1-6yrs  ,"3,03,245",1.5,4.6,3.4,754
Senior Sales Engineer ,DHL-Supply-Chain,4-13yrs  ,"2,77,122",1.5,4.3,3.4,754
Process Agent ,DHL-Supply-Chain,4-7yrs  ,"2,96,173",1.3,4.0,3.4,754
Technical Support Engineer ,DHL-Supply-Chain,1-5yrs  ,"3,27,547",1.6,5.3,3.4,754
Maintenance Executive ,DHL-Supply-Chain,4-10yrs  ,"2,78,343",1.4,4.0,3.4,754
Elevator Technician ,DHL-Supply-Chain,3-10yrs  ,"4,90,905",2.5,5.7,3.4,754
Junior Process Agent ,DHL-Supply-Chain,1-5yrs  ,"8,44,028",5.0,10.7,3.4,754
Installation Engineer ,DHL-Supply-Chain,1-12yrs  ,"2,42,067",1.6,3.5,3.4,754
Design Engineer ,Credit-Suisse,1-5yrs  ,"29,46,424",11.0,50.0,4.1,735
Senior Engineer ,Credit-Suisse,4-8yrs  ,"16,01,735",5.3,33.0,4.1,735
Sales Engineer ,Credit-Suisse,1-6yrs  ,"14,26,864",5.0,30.0,4.1,735
Senior Sales Engineer ,Credit-Suisse,4-13yrs  ,"31,26,533",15.0,46.7,4.1,735
Process Agent ,Credit-Suisse,4-7yrs  ,"31,68,408",14.0,48.0,4.1,735
Technical Support Engineer ,Credit-Suisse,1-5yrs  ,"17,97,749",7.6,34.5,4.1,735
Maintenance Executive ,Credit-Suisse,4-10yrs  ,"12,36,798",5.3,22.0,4.1,735
Elevator Technician ,Credit-Suisse,3-10yrs  ,"15,59,437",6.0,27.0,4.1,735
Junior Process Agent ,Credit-Suisse,1-5yrs  ,"13,53,748",5.8,23.0,4.1,735
Installation Engineer ,Credit-Suisse,1-12yrs  ,"11,09,241",5.5,18.0,4.1,735
Design Engineer ,First-American-Corporation,1-5yrs  ,"2,55,309",1.0,4.8,4.1,723
Senior Engineer ,First-American-Corporation,4-8yrs  ,"3,26,856",1.6,5.1,4.1,723
Sales Engineer ,First-American-Corporation,1-6yrs  ,"9,78,222",2.9,17.2,4.1,723
Senior Sales Engineer ,First-American-Corporation,4-13yrs  ,"16,38,241",6.1,24.0,4.1,723
Process Agent ,First-American-Corporation,4-7yrs  ,"3,54,388",1.9,5.6,4.1,723
Technical Support Engineer ,First-American-Corporation,1-5yrs  ,"19,66,987",9.8,24.8,4.1,723
Maintenance Executive ,First-American-Corporation,4-10yrs  ,"5,01,038",3.0,7.5,4.1,723
Elevator Technician ,First-American-Corporation,3-10yrs  ,"2,83,120",1.4,4.0,4.1,723
Junior Process Agent ,First-American-Corporation,1-5yrs  ,"6,69,182",2.5,16.0,4.1,723
Installation Engineer ,First-American-Corporation,1-12yrs  ,"12,71,752",5.3,16.0,4.1,723
Design Engineer ,Chegg,1-5yrs  ,"3,98,451",10.0,38.0,3.8,708
Senior Engineer ,Chegg,4-8yrs  ,"2,79,289",10.0,10.0,3.8,708
Sales Engineer ,Chegg,1-6yrs  ,"4,65,896",1.0,16.4,3.8,708
Senior Sales Engineer ,Chegg,4-13yrs  ,"4,02,866",80.0,10.0,3.8,708
Process Agent ,Chegg,4-7yrs  ,"3,16,626",25.0,10.0,3.8,708
Technical Support Engineer ,Chegg,1-5yrs  ,"2,94,912",1.0,10.0,3.8,708
Maintenance Executive ,Chegg,4-10yrs  ,"3,53,814",80.0,9.8,3.8,708
Elevator Technician ,Chegg,3-10yrs  ,"13,05,263",3.6,25.0,3.8,708
Junior Process Agent ,Chegg,1-5yrs  ,"2,47,034",80.0,4.0,3.8,708
Installation Engineer ,Chegg,1-12yrs  ,"7,17,904",5.0,9.5,3.8,708
Design Engineer ,Planet-Spark,1-5yrs  ,"5,36,361",1.0,10.6,4.0,689
Senior Engineer ,Planet-Spark,4-8yrs  ,"5,75,828",2.5,8.0,4.0,689
Sales Engineer ,Planet-Spark,1-6yrs  ,"3,49,488",25.0,8.0,4.0,689
Senior Sales Engineer ,Planet-Spark,4-13yrs  ,"11,73,207",4.5,15.7,4.0,689
Process Agent ,Planet-Spark,4-7yrs  ,"3,49,270",1.5,7.0,4.0,689
Technical Support Engineer ,Planet-Spark,1-5yrs  ,"4,95,256",30.0,7.0,4.0,689
Maintenance Executive ,Planet-Spark,4-10yrs  ,"17,13,873",11.0,21.8,4.0,689
Elevator Technician ,Planet-Spark,3-10yrs  ,"6,89,942",4.0,10.1,4.0,689
Junior Process Agent ,Planet-Spark,1-5yrs  ,"2,86,757",1.5,6.0,4.0,689
Installation Engineer ,Planet-Spark,1-12yrs  ,"3,36,046",3.0,4.0,4.0,689
Design Engineer ,Orange-Business-Services,1-5yrs  ,"5,53,510",1.6,11.0,4.0,675
Senior Engineer ,Orange-Business-Services,4-8yrs  ,"5,55,915",1.8,10.0,4.0,675
Sales Engineer ,Orange-Business-Services,1-6yrs  ,"11,38,068",5.2,20.0,4.0,675
Senior Sales Engineer ,Orange-Business-Services,4-13yrs  ,"15,44,974",7.9,24.0,4.0,675
Process Agent ,Orange-Business-Services,4-7yrs  ,"9,52,288",4.8,16.8,4.0,675
Technical Support Engineer ,Orange-Business-Services,1-5yrs  ,"18,16,762",6.1,28.0,4.0,675
Maintenance Executive ,Orange-Business-Services,4-10yrs  ,"5,99,203",3.3,8.0,4.0,675
Elevator Technician ,Orange-Business-Services,3-10yrs  ,"20,14,547",7.2,29.0,4.0,675
Junior Process Agent ,Orange-Business-Services,1-5yrs  ,"6,32,395",4.5,9.7,4.0,675
Installation Engineer ,Orange-Business-Services,1-12yrs  ,"5,87,620",3.8,6.5,4.0,675
Design Engineer ,NTPC,1-5yrs  ,"36,89,513",20.0,51.0,3.8,642
Senior Engineer ,NTPC,4-8yrs  ,"17,45,032",9.0,27.0,3.8,642
Sales Engineer ,NTPC,1-6yrs  ,"51,22,602",15.0,1.0,3.8,642
Senior Sales Engineer ,NTPC,4-13yrs  ,"3,16,633",1.8,5.1,3.8,642
Process Agent ,NTPC,4-7yrs  ,"2,78,245",35.0,5.2,3.8,642
Technical Support Engineer ,NTPC,1-5yrs  ,"48,16,340",20.0,96.0,3.8,642
Maintenance Executive ,NTPC,4-10yrs  ,"3,97,628",1.5,7.2,3.8,642
Elevator Technician ,NTPC,3-10yrs  ,"12,04,459",2.3,20.0,3.8,642
Junior Process Agent ,NTPC,1-5yrs  ,"3,18,090",1.1,6.6,3.8,642
Installation Engineer ,NTPC,1-12yrs  ,"2,64,305",20.0,4.1,3.8,642
Design Engineer ,Medi-Assist-India,1-5yrs  ,"3,83,010",1.0,6.0,4.3,627
Senior Engineer ,Medi-Assist-India,4-8yrs  ,"4,55,274",2.3,7.1,4.3,627
Sales Engineer ,Medi-Assist-India,1-6yrs  ,"2,35,739",1.0,4.2,4.3,627
Senior Sales Engineer ,Medi-Assist-India,4-13yrs  ,"2,27,089",10.0,3.9,4.3,627
Process Agent ,Medi-Assist-India,4-7yrs  ,"2,23,253",1.0,3.6,4.3,627
Technical Support Engineer ,Medi-Assist-India,1-5yrs  ,"2,66,955",1.2,4.5,4.3,627
Maintenance Executive ,Medi-Assist-India,4-10yrs  ,"5,04,932",2.6,6.1,4.3,627
Elevator Technician ,Medi-Assist-India,3-10yrs  ,"2,99,701",1.5,4.0,4.3,627
Junior Process Agent ,Medi-Assist-India,1-5yrs  ,"3,13,792",1.5,4.5,4.3,627
Installation Engineer ,Medi-Assist-India,1-12yrs  ,"3,78,573",2.1,5.9,4.3,627
Design Engineer ,Swaraj-Tractors,1-5yrs  ,"1,79,471",1.0,3.0,4.2,615
Senior Engineer ,Swaraj-Tractors,4-8yrs  ,"11,26,971",7.1,15.2,4.2,615
Sales Engineer ,Swaraj-Tractors,1-6yrs  ,"3,02,859",2.2,4.0,4.2,615
Senior Sales Engineer ,Swaraj-Tractors,4-13yrs  ,"3,63,709",2.8,4.4,4.2,615
Process Agent ,Swaraj-Tractors,4-7yrs  ,"2,18,893",1.2,3.3,4.2,615
Technical Support Engineer ,Swaraj-Tractors,1-5yrs  ,"2,40,537",1.4,3.7,4.2,615
Maintenance Executive ,Swaraj-Tractors,4-10yrs  ,"2,09,630",1.2,3.2,4.2,615
Elevator Technician ,Swaraj-Tractors,3-10yrs  ,"2,56,854",1.0,5.0,4.2,615
Junior Process Agent ,Swaraj-Tractors,1-5yrs  ,"1,91,517",1.0,2.8,4.2,615
Installation Engineer ,Swaraj-Tractors,1-12yrs  ,"3,75,823",3.0,4.7,4.2,615
Design Engineer ,Varroc-Group,1-5yrs  ,"5,07,448",2.1,8.0,3.8,605
Senior Engineer ,Varroc-Group,4-8yrs  ,"3,29,019",10.0,7.0,3.8,605
Sales Engineer ,Varroc-Group,1-6yrs  ,"3,39,742",1.0,6.1,3.8,605
Senior Sales Engineer ,Varroc-Group,4-13yrs  ,"1,60,413",75.0,2.4,3.8,605
Process Agent ,Varroc-Group,4-7yrs  ,"3,56,825",1.9,5.5,3.8,605
Technical Support Engineer ,Varroc-Group,1-5yrs  ,"10,79,259",7.0,15.5,3.8,605
Maintenance Executive ,Varroc-Group,4-10yrs  ,"5,71,764",1.0,16.0,3.8,605
Elevator Technician ,Varroc-Group,3-10yrs  ,"1,78,298",90.0,3.0,3.8,605
Junior Process Agent ,Varroc-Group,1-5yrs  ,"3,39,768",1.2,6.4,3.8,605
Installation Engineer ,Varroc-Group,1-12yrs  ,"2,21,420",1.1,4.0,3.8,605
Design Engineer ,Team-Computers,1-5yrs  ,"2,95,786",1.1,4.6,4.0,598
Senior Engineer ,Team-Computers,4-8yrs  ,"2,49,707",85.0,4.3,4.0,598
Sales Engineer ,Team-Computers,1-6yrs  ,"3,43,543",1.8,4.3,4.0,598
Senior Sales Engineer ,Team-Computers,4-13yrs  ,"3,53,329",1.8,6.1,4.0,598
Process Agent ,Team-Computers,4-7yrs  ,"3,11,974",1.9,3.8,4.0,598
Technical Support Engineer ,Team-Computers,1-5yrs  ,"3,95,620",1.9,6.4,4.0,598
Maintenance Executive ,Team-Computers,4-10yrs  ,"3,40,381",1.1,5.2,4.0,598
Elevator Technician ,Team-Computers,3-10yrs  ,"5,67,284",2.0,11.0,4.0,598
Junior Process Agent ,Team-Computers,1-5yrs  ,"7,64,161",3.4,15.0,4.0,598
Installation Engineer ,Team-Computers,1-12yrs  ,"2,84,931",1.3,4.3,4.0,598
Design Engineer ,Dell-EMC,1-5yrs  ,"22,47,812",7.0,35.0,3.9,590
Senior Engineer ,Dell-EMC,4-8yrs  ,"11,78,547",3.0,18.0,3.9,590
Sales Engineer ,Dell-EMC,1-6yrs  ,"15,39,554",7.5,22.0,3.9,590
Senior Sales Engineer ,Dell-EMC,4-13yrs  ,"10,88,021",5.0,15.0,3.9,590
Process Agent ,Dell-EMC,4-7yrs  ,"33,93,381",17.0,50.0,3.9,590
Technical Support Engineer ,Dell-EMC,1-5yrs  ,"17,66,868",5.1,24.0,3.9,590
Maintenance Executive ,Dell-EMC,4-10yrs  ,"8,15,671",3.0,16.0,3.9,590
Elevator Technician ,Dell-EMC,3-10yrs  ,"15,44,779",7.0,22.0,3.9,590
Junior Process Agent ,Dell-EMC,1-5yrs  ,"6,93,717",3.2,9.6,3.9,590
Installation Engineer ,Dell-EMC,1-12yrs  ,"25,36,073",17.0,37.0,3.9,590
Design Engineer ,Tata-Communications-Transformation-Services,1-5yrs  ,"4,42,296",2.5,6.0,3.8,577
Senior Engineer ,Tata-Communications-Transformation-Services,4-8yrs  ,"3,95,731",1.9,7.0,3.8,577
Sales Engineer ,Tata-Communications-Transformation-Services,1-6yrs  ,"6,37,129",3.7,8.5,3.8,577
Senior Sales Engineer ,Tata-Communications-Transformation-Services,4-13yrs  ,"3,46,761",2.0,4.2,3.8,577
Process Agent ,Tata-Communications-Transformation-Services,4-7yrs  ,"2,90,932",1.7,5.2,3.8,577
Technical Support Engineer ,Tata-Communications-Transformation-Services,1-5yrs  ,"2,52,157",1.4,4.0,3.8,577
Maintenance Executive ,Tata-Communications-Transformation-Services,4-10yrs  ,"3,30,036",2.3,3.9,3.8,577
Elevator Technician ,Tata-Communications-Transformation-Services,3-10yrs  ,"8,53,839",3.2,19.5,3.8,577
Junior Process Agent ,Tata-Communications-Transformation-Services,1-5yrs  ,"2,71,031",1.3,4.2,3.8,577
Installation Engineer ,Tata-Communications-Transformation-Services,1-12yrs  ,"4,01,988",2.6,6.7,3.8,577
Design Engineer ,Kent-RO-Systems,1-5yrs  ,"5,09,014",2.7,7.5,4.3,556
Senior Engineer ,Kent-RO-Systems,4-8yrs  ,"4,95,666",2.9,6.7,4.3,556
Sales Engineer ,Kent-RO-Systems,1-6yrs  ,"4,30,649",2.6,7.0,4.3,556
Senior Sales Engineer ,Kent-RO-Systems,4-13yrs  ,"2,79,490",1.2,4.5,4.3,556
Process Agent ,Kent-RO-Systems,4-7yrs  ,"3,53,009",2.0,5.2,4.3,556
Technical Support Engineer ,Kent-RO-Systems,1-5yrs  ,"2,39,667",1.7,3.6,4.3,556
Maintenance Executive ,Kent-RO-Systems,4-10yrs  ,"12,42,182",7.5,18.5,4.3,556
Elevator Technician ,Kent-RO-Systems,3-10yrs  ,"2,68,118",1.6,3.8,4.3,556
Junior Process Agent ,Kent-RO-Systems,1-5yrs  ,"2,22,943",1.1,6.2,4.3,556
Installation Engineer ,Kent-RO-Systems,1-12yrs  ,"11,58,340",4.8,17.0,4.3,556
Design Engineer ,Inox-Leisure,1-5yrs  ,"3,42,716",2.3,4.6,4.3,548
Senior Engineer ,Inox-Leisure,4-8yrs  ,"4,42,405",2.8,5.9,4.3,548
Sales Engineer ,Inox-Leisure,1-6yrs  ,"1,56,092",10.0,2.8,4.3,548
Senior Sales Engineer ,Inox-Leisure,4-13yrs  ,"2,95,777",1.8,3.8,4.3,548
Process Agent ,Inox-Leisure,4-7yrs  ,"2,33,961",95.0,3.8,4.3,548
Technical Support Engineer ,Inox-Leisure,1-5yrs  ,"3,13,458",1.2,4.7,4.3,548
Maintenance Executive ,Inox-Leisure,4-10yrs  ,"8,96,467",4.9,12.5,4.3,548
Elevator Technician ,Inox-Leisure,3-10yrs  ,"3,07,913",1.8,4.2,4.3,548
Junior Process Agent ,Inox-Leisure,1-5yrs  ,"4,70,458",3.4,6.0,4.3,548
Installation Engineer ,Inox-Leisure,1-12yrs  ,"5,96,814",4.0,9.0,4.3,548
Design Engineer ,Medanta-the-Medicity,1-5yrs  ,"3,17,094",20.0,17.0,2.9,537
Senior Engineer ,Medanta-the-Medicity,4-8yrs  ,"2,62,154",1.8,3.7,2.9,537
Sales Engineer ,Medanta-the-Medicity,1-6yrs  ,"3,00,529",2.0,4.5,2.9,537
Senior Sales Engineer ,Medanta-the-Medicity,4-13yrs  ,"4,04,315",2.0,6.0,2.9,537
Process Agent ,Medanta-the-Medicity,4-7yrs  ,"8,23,596",3.0,12.5,2.9,537
Technical Support Engineer ,Medanta-the-Medicity,1-5yrs  ,"3,03,452",2.1,3.9,2.9,537
Maintenance Executive ,Medanta-the-Medicity,4-10yrs  ,"3,00,903",25.0,5.0,2.9,537
Elevator Technician ,Medanta-the-Medicity,3-10yrs  ,"3,12,043",2.0,3.8,2.9,537
Junior Process Agent ,Medanta-the-Medicity,1-5yrs  ,"9,41,626",7.0,14.6,2.9,537
Installation Engineer ,Medanta-the-Medicity,1-12yrs  ,"3,70,781",3.0,4.5,2.9,537
Design Engineer ,FactSet,1-5yrs  ,"3,53,059",1.8,4.8,3.9,524
Senior Engineer ,FactSet,4-8yrs  ,"5,33,753",2.4,7.3,3.9,524
Sales Engineer ,FactSet,1-6yrs  ,"3,56,587",2.0,4.8,3.9,524
Senior Sales Engineer ,FactSet,4-13yrs  ,"11,59,982",4.0,18.0,3.9,524
Process Agent ,FactSet,4-7yrs  ,"24,75,242",9.2,32.2,3.9,524
Technical Support Engineer ,FactSet,1-5yrs  ,"6,64,457",4.2,9.0,3.9,524
Maintenance Executive ,FactSet,4-10yrs  ,"16,01,204",10.0,21.0,3.9,524
Elevator Technician ,FactSet,3-10yrs  ,"3,74,684",2.0,4.9,3.9,524
Junior Process Agent ,FactSet,1-5yrs  ,"12,52,613",6.1,16.5,3.9,524
Installation Engineer ,FactSet,1-12yrs  ,"8,17,484",4.0,11.0,3.9,524
Design Engineer ,Marriott-International,1-5yrs  ,"2,11,801",10.0,12.1,4.0,514
Senior Engineer ,Marriott-International,4-8yrs  ,"3,08,324",2.4,3.5,4.0,514
Sales Engineer ,Marriott-International,1-6yrs  ,"3,01,457",1.5,4.6,4.0,514
Senior Sales Engineer ,Marriott-International,4-13yrs  ,"3,10,070",2.0,4.5,4.0,514
Process Agent ,Marriott-International,4-7yrs  ,"2,39,050",20.0,15.0,4.0,514
Technical Support Engineer ,Marriott-International,1-5yrs  ,"2,35,952",1.0,6.6,4.0,514
Maintenance Executive ,Marriott-International,4-10yrs  ,"2,16,475",20.0,10.0,4.0,514
Elevator Technician ,Marriott-International,3-10yrs  ,"2,49,640",25.0,4.6,4.0,514
Junior Process Agent ,Marriott-International,1-5yrs  ,"3,96,482",2.0,6.5,4.0,514
Installation Engineer ,Marriott-International,1-12yrs  ,"4,73,315",2.8,6.3,4.0,514
Design Engineer ,Hindustan-Construction-Company,1-5yrs  ,"4,21,370",1.8,7.4,3.7,507
Senior Engineer ,Hindustan-Construction-Company,4-8yrs  ,"4,32,060",1.8,6.3,3.7,507
Sales Engineer ,Hindustan-Construction-Company,1-6yrs  ,"6,91,920",5.0,8.6,3.7,507
Senior Sales Engineer ,Hindustan-Construction-Company,4-13yrs  ,"4,40,954",2.0,6.5,3.7,507
Process Agent ,Hindustan-Construction-Company,4-7yrs  ,"3,49,274",2.0,5.5,3.7,507
Technical Support Engineer ,Hindustan-Construction-Company,1-5yrs  ,"4,57,999",3.0,7.0,3.7,507
Maintenance Executive ,Hindustan-Construction-Company,4-10yrs  ,"5,76,698",3.7,8.0,3.7,507
Elevator Technician ,Hindustan-Construction-Company,3-10yrs  ,"13,81,806",10.0,19.5,3.7,507
Junior Process Agent ,Hindustan-Construction-Company,1-5yrs  ,"6,72,909",6.0,8.0,3.7,507
Installation Engineer ,Hindustan-Construction-Company,1-12yrs  ,"3,68,342",2.2,5.4,3.7,507
Design Engineer ,Jindal-Saw,1-5yrs  ,"10,05,460",6.1,16.0,4.2,495
Senior Engineer ,Jindal-Saw,4-8yrs  ,"6,38,648",3.0,12.0,4.2,495
Sales Engineer ,Jindal-Saw,1-6yrs  ,"4,65,181",3.6,6.0,4.2,495
Senior Sales Engineer ,Jindal-Saw,4-13yrs  ,"4,40,774",3.0,6.0,4.2,495
Process Agent ,Jindal-Saw,4-7yrs  ,"3,42,514",2.5,4.1,4.2,495
Technical Support Engineer ,Jindal-Saw,1-5yrs  ,"2,94,340",1.5,4.5,4.2,495
Maintenance Executive ,Jindal-Saw,4-10yrs  ,"2,86,318",1.7,4.0,4.2,495
Elevator Technician ,Jindal-Saw,3-10yrs  ,"26,34,282",15.1,35.0,4.2,495
Junior Process Agent ,Jindal-Saw,1-5yrs  ,"3,69,661",2.5,5.0,4.2,495
Installation Engineer ,Jindal-Saw,1-12yrs  ,"4,53,259",3.0,6.1,4.2,495
Design Engineer ,Faurecia,1-5yrs  ,"5,16,719",2.4,8.0,3.9,490
Senior Engineer ,Faurecia,4-8yrs  ,"8,40,445",4.2,12.6,3.9,490
Sales Engineer ,Faurecia,1-6yrs  ,"10,97,129",7.0,15.3,3.9,490
Senior Sales Engineer ,Faurecia,4-13yrs  ,"3,13,750",1.2,5.6,3.9,490
Process Agent ,Faurecia,4-7yrs  ,"3,23,202",15.0,5.7,3.9,490
Technical Support Engineer ,Faurecia,1-5yrs  ,"7,98,882",3.7,10.5,3.9,490
Maintenance Executive ,Faurecia,4-10yrs  ,"3,47,883",1.7,5.5,3.9,490
Elevator Technician ,Faurecia,3-10yrs  ,"4,26,922",2.2,14.0,3.9,490
Junior Process Agent ,Faurecia,1-5yrs  ,"3,68,591",1.2,6.0,3.9,490
Installation Engineer ,Faurecia,1-12yrs  ,"1,54,550",10.0,2.5,3.9,490
Design Engineer ,FedEx-Express,1-5yrs  ,"2,61,598",1.5,3.6,3.9,485
Senior Engineer ,FedEx-Express,4-8yrs  ,"5,14,712",3.3,8.5,3.9,485
Sales Engineer ,FedEx-Express,1-6yrs  ,"2,59,717",1.2,3.5,3.9,485
Senior Sales Engineer ,FedEx-Express,4-13yrs  ,"7,62,552",4.3,13.0,3.9,485
Process Agent ,FedEx-Express,4-7yrs  ,"2,72,013",1.9,4.0,3.9,485
Technical Support Engineer ,FedEx-Express,1-5yrs  ,"3,05,146",1.7,4.3,3.9,485
Maintenance Executive ,FedEx-Express,4-10yrs  ,"13,39,505",6.3,20.0,3.9,485
Elevator Technician ,FedEx-Express,3-10yrs  ,"7,58,955",3.1,11.0,3.9,485
Junior Process Agent ,FedEx-Express,1-5yrs  ,"12,47,032",7.0,17.0,3.9,485
Installation Engineer ,FedEx-Express,1-12yrs  ,"2,73,614",2.0,4.0,3.9,485
Design Engineer ,Sony,1-5yrs  ,"2,73,909",1.1,7.1,4.3,477
Senior Engineer ,Sony,4-8yrs  ,"11,39,902",3.3,20.0,4.3,477
Sales Engineer ,Sony,1-6yrs  ,"3,00,522",1.0,6.0,4.3,477
Senior Sales Engineer ,Sony,4-13yrs  ,"2,75,952",15.0,4.4,4.3,477
Process Agent ,Sony,4-7yrs  ,"2,42,579",15.0,4.0,4.3,477
Technical Support Engineer ,Sony,1-5yrs  ,"7,35,998",4.0,14.5,4.3,477
Maintenance Executive ,Sony,4-10yrs  ,"3,22,164",2.1,4.5,4.3,477
Elevator Technician ,Sony,3-10yrs  ,"3,57,321",1.8,10.0,4.3,477
Junior Process Agent ,Sony,1-5yrs  ,"13,49,587",7.6,20.6,4.3,477
Installation Engineer ,Sony,1-12yrs  ,"6,89,202",3.8,9.4,4.3,477
Design Engineer ,Emami,1-5yrs  ,"7,75,517",4.0,12.5,3.5,472
Senior Engineer ,Emami,4-8yrs  ,"2,73,869",1.0,6.6,3.5,472
Sales Engineer ,Emami,1-6yrs  ,"16,26,499",4.0,23.0,3.5,472
Senior Sales Engineer ,Emami,4-13yrs  ,"4,35,804",2.7,7.5,3.5,472
Process Agent ,Emami,4-7yrs  ,"14,29,019",8.0,21.0,3.5,472
Technical Support Engineer ,Emami,1-5yrs  ,"4,75,174",2.6,7.3,3.5,472
Maintenance Executive ,Emami,4-10yrs  ,"4,73,872",3.4,6.8,3.5,472
Elevator Technician ,Emami,3-10yrs  ,"3,54,525",2.4,5.0,3.5,472
Junior Process Agent ,Emami,1-5yrs  ,"3,07,604",2.0,4.7,3.5,472
Installation Engineer ,Emami,1-12yrs  ,"2,93,649",1.0,5.1,3.5,472
Design Engineer ,Nayara-Energy,1-5yrs  ,"9,28,481",4.0,13.5,3.9,464
Senior Engineer ,Nayara-Energy,4-8yrs  ,"15,71,111",6.8,22.0,3.9,464
Sales Engineer ,Nayara-Energy,1-6yrs  ,"7,01,385",3.5,9.6,3.9,464
Senior Sales Engineer ,Nayara-Energy,4-13yrs  ,"5,70,746",3.1,8.0,3.9,464
Process Agent ,Nayara-Energy,4-7yrs  ,"6,78,734",4.0,11.0,3.9,464
Technical Support Engineer ,Nayara-Energy,1-5yrs  ,"4,94,177",2.6,7.0,3.9,464
Maintenance Executive ,Nayara-Energy,4-10yrs  ,"10,37,540",6.9,16.5,3.9,464
Elevator Technician ,Nayara-Energy,3-10yrs  ,"39,17,999",21.4,51.0,3.9,464
Junior Process Agent ,Nayara-Energy,1-5yrs  ,"28,27,029",16.8,42.0,3.9,464
Installation Engineer ,Nayara-Energy,1-12yrs  ,"7,25,353",3.6,15.0,3.9,464
Design Engineer ,Dainik-Bhaskar-Group-Of-Publication,1-5yrs  ,"3,39,562",1.9,5.0,3.9,460
Senior Engineer ,Dainik-Bhaskar-Group-Of-Publication,4-8yrs  ,"5,64,143",3.3,10.0,3.9,460
Sales Engineer ,Dainik-Bhaskar-Group-Of-Publication,1-6yrs  ,"2,27,368",1.4,3.1,3.9,460
Senior Sales Engineer ,Dainik-Bhaskar-Group-Of-Publication,4-13yrs  ,"4,25,071",2.8,5.6,3.9,460
Process Agent ,Dainik-Bhaskar-Group-Of-Publication,4-7yrs  ,"2,38,003",1.0,5.3,3.9,460
Technical Support Engineer ,Dainik-Bhaskar-Group-Of-Publication,1-5yrs  ,"3,00,302",2.0,4.5,3.9,460
Maintenance Executive ,Dainik-Bhaskar-Group-Of-Publication,4-10yrs  ,"2,38,975",1.5,3.6,3.9,460
Elevator Technician ,Dainik-Bhaskar-Group-Of-Publication,3-10yrs  ,"3,39,590",1.5,5.3,3.9,460
Junior Process Agent ,Dainik-Bhaskar-Group-Of-Publication,1-5yrs  ,"2,27,561",1.2,3.0,3.9,460
Installation Engineer ,Dainik-Bhaskar-Group-Of-Publication,1-12yrs  ,"11,08,085",6.0,14.0,3.9,460
Design Engineer ,Allstate,1-5yrs  ,"15,80,794",6.0,24.6,4.1,455
Senior Engineer ,Allstate,4-8yrs  ,"4,68,320",2.8,7.2,4.1,455
Sales Engineer ,Allstate,1-6yrs  ,"5,97,673",3.2,9.0,4.1,455
Senior Sales Engineer ,Allstate,4-13yrs  ,"22,75,262",10.3,32.0,4.1,455
