Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Scientist 1 ,Willis-Towers-Watson,2-6yrs  ,"6,38,220",4.5,8.5,4.0,975
Deputy Manager ,Willis-Towers-Watson,8-16yrs  ,"5,08,242",3.6,7.0,4.0,975
Junior Production Officer ,Willis-Towers-Watson,1-3yrs  ,"2,22,876",1.2,4.6,4.0,975
Process Engineer ,Willis-Towers-Watson,1-7yrs  ,"11,40,658",7.0,16.4,4.0,975
EHS Officer ,Willis-Towers-Watson,1-7yrs  ,"3,33,991",2.3,5.5,4.0,975
Officer ,Fareportal,1-7yrs  ,"15,88,878",6.0,22.5,3.8,933
Junior Officer ,Fareportal,1-5yrs  ,"10,72,475",4.2,27.5,3.8,933
Production Officer ,Fareportal,1-6yrs  ,"6,27,119",3.8,8.7,3.8,933
Executive Production ,Fareportal,5-13yrs  ,"10,03,067",3.0,11.0,3.8,933
QC Officer ,Fareportal,1-6yrs  ,"4,22,552",2.5,6.9,3.8,933
Scientist 1 ,Fareportal,2-6yrs  ,"4,90,530",3.3,6.4,3.8,933
Deputy Manager ,Fareportal,8-16yrs  ,"6,53,169",4.4,8.4,3.8,933
Junior Production Officer ,Fareportal,1-3yrs  ,"4,30,331",3.0,5.3,3.8,933
Process Engineer ,Fareportal,1-7yrs  ,"3,98,866",3.0,4.9,3.8,933
EHS Officer ,Fareportal,1-7yrs  ,"8,23,593",5.1,15.0,3.8,933
Officer ,PayPal,1-7yrs  ,"26,55,440",16.1,40.0,4.0,900
Junior Officer ,PayPal,1-5yrs  ,"37,28,171",18.0,56.0,4.0,900
Production Officer ,PayPal,1-6yrs  ,"7,57,559",3.8,9.6,4.0,900
Executive Production ,PayPal,5-13yrs  ,"22,67,321",7.0,55.0,4.0,900
QC Officer ,PayPal,1-6yrs  ,"28,95,770",7.5,55.0,4.0,900
Scientist 1 ,PayPal,2-6yrs  ,"6,97,255",4.5,9.1,4.0,900
Deputy Manager ,PayPal,8-16yrs  ,"38,90,145",30.0,52.0,4.0,900
Junior Production Officer ,PayPal,1-3yrs  ,"19,73,505",8.0,30.0,4.0,900
Process Engineer ,PayPal,1-7yrs  ,"7,13,373",5.5,8.8,4.0,900
EHS Officer ,PayPal,1-7yrs  ,"44,65,972",20.0,75.0,4.0,900
Officer ,Wheels,1-7yrs  ,"2,16,895",1.4,3.2,4.2,865
Junior Officer ,Wheels,1-5yrs  ,"3,54,595",1.5,5.1,4.2,865
Production Officer ,Wheels,1-6yrs  ,"5,98,900",4.0,8.0,4.2,865
Executive Production ,Wheels,5-13yrs  ,"2,48,680",1.0,5.1,4.2,865
QC Officer ,Wheels,1-6yrs  ,"4,17,821",2.4,5.6,4.2,865
Scientist 1 ,Wheels,2-6yrs  ,"2,14,850",1.2,3.0,4.2,865
Deputy Manager ,Wheels,8-16yrs  ,"11,00,320",8.0,13.1,4.2,865
Junior Production Officer ,Wheels,1-3yrs  ,"1,94,313",20.0,3.2,4.2,865
Process Engineer ,Wheels,1-7yrs  ,"2,41,735",1.5,3.5,4.2,865
EHS Officer ,Wheels,1-7yrs  ,"2,26,456",1.0,5.2,4.2,865
Officer ,Samsung-Electronics-Corporation,1-7yrs  ,"2,76,689",10.0,4.5,3.7,834
Junior Officer ,Samsung-Electronics-Corporation,1-5yrs  ,"18,84,217",4.4,28.2,3.7,834
Production Officer ,Samsung-Electronics-Corporation,1-6yrs  ,"5,67,763",3.3,8.0,3.7,834
Executive Production ,Samsung-Electronics-Corporation,5-13yrs  ,"20,31,847",8.5,30.0,3.7,834
QC Officer ,Samsung-Electronics-Corporation,1-6yrs  ,"2,73,345",1.0,4.3,3.7,834
Scientist 1 ,Samsung-Electronics-Corporation,2-6yrs  ,"6,68,395",3.7,9.5,3.7,834
Deputy Manager ,Samsung-Electronics-Corporation,8-16yrs  ,"13,10,994",7.0,16.0,3.7,834
Junior Production Officer ,Samsung-Electronics-Corporation,1-3yrs  ,"14,75,824",15.0,35.0,3.7,834
Process Engineer ,Samsung-Electronics-Corporation,1-7yrs  ,"9,27,057",3.5,24.1,3.7,834
EHS Officer ,Samsung-Electronics-Corporation,1-7yrs  ,"2,29,034",1.2,4.0,3.7,834
Officer ,Godrej-Agrovet,1-7yrs  ,"3,92,543",2.1,5.6,4.3,806
Junior Officer ,Godrej-Agrovet,1-5yrs  ,"3,95,051",2.4,5.9,4.3,806
Production Officer ,Godrej-Agrovet,1-6yrs  ,"5,26,463",3.8,7.0,4.3,806
Executive Production ,Godrej-Agrovet,5-13yrs  ,"5,54,069",3.8,8.4,4.3,806
QC Officer ,Godrej-Agrovet,1-6yrs  ,"6,84,102",3.0,13.3,4.3,806
Scientist 1 ,Godrej-Agrovet,2-6yrs  ,"4,18,054",2.8,5.6,4.3,806
Deputy Manager ,Godrej-Agrovet,8-16yrs  ,"7,00,088",4.2,10.5,4.3,806
Junior Production Officer ,Godrej-Agrovet,1-3yrs  ,"4,02,902",2.5,6.0,4.3,806
Process Engineer ,Godrej-Agrovet,1-7yrs  ,"5,20,130",4.0,7.0,4.3,806
EHS Officer ,Godrej-Agrovet,1-7yrs  ,"18,82,684",10.0,25.0,4.3,806
Officer ,CRB-Tech-Solution,1-7yrs  ,"2,50,201",1.7,3.9,3.9,774
Junior Officer ,CRB-Tech-Solution,1-5yrs  ,"2,10,435",1.5,3.0,3.9,774
Production Officer ,CRB-Tech-Solution,1-6yrs  ,"3,38,636",2.6,4.4,3.9,774
Executive Production ,CRB-Tech-Solution,5-13yrs  ,"2,29,333",1.8,3.0,3.9,774
QC Officer ,CRB-Tech-Solution,1-6yrs  ,"2,26,000",1.4,3.5,3.9,774
Scientist 1 ,CRB-Tech-Solution,2-6yrs  ,"3,94,231",3.1,5.0,3.9,774
Deputy Manager ,CRB-Tech-Solution,8-16yrs  ,"5,85,455",4.8,6.6,3.9,774
Junior Production Officer ,CRB-Tech-Solution,1-3yrs  ,"2,50,178",2.0,3.0,3.9,774
Process Engineer ,CRB-Tech-Solution,1-7yrs  ,"10,92,143",8.0,15.0,3.9,774
EHS Officer ,CRB-Tech-Solution,1-7yrs  ,"1,87,143",1.4,2.4,3.9,774
Officer ,Atlas-Copco,1-7yrs  ,"4,48,018",1.7,11.0,4.1,735
Junior Officer ,Atlas-Copco,1-5yrs  ,"7,08,006",2.3,10.7,4.1,735
Production Officer ,Atlas-Copco,1-6yrs  ,"9,55,790",6.0,15.7,4.1,735
Executive Production ,Atlas-Copco,5-13yrs  ,"9,42,290",4.1,13.6,4.1,735
QC Officer ,Atlas-Copco,1-6yrs  ,"6,99,234",1.8,11.0,4.1,735
Scientist 1 ,Atlas-Copco,2-6yrs  ,"12,07,103",7.4,15.4,4.1,735
Deputy Manager ,Atlas-Copco,8-16yrs  ,"10,28,760",6.6,13.3,4.1,735
Junior Production Officer ,Atlas-Copco,1-3yrs  ,"9,22,386",5.1,12.7,4.1,735
Process Engineer ,Atlas-Copco,1-7yrs  ,"21,10,566",12.5,26.5,4.1,735
EHS Officer ,Atlas-Copco,1-7yrs  ,"15,18,966",7.7,21.0,4.1,735
Officer ,Natco-Pharma,1-7yrs  ,"4,26,308",2.2,7.0,4.1,723
Junior Officer ,Natco-Pharma,1-5yrs  ,"3,88,966",1.8,6.1,4.1,723
Production Officer ,Natco-Pharma,1-6yrs  ,"3,34,973",1.6,5.5,4.1,723
Executive Production ,Natco-Pharma,5-13yrs  ,"12,57,717",8.9,15.2,4.1,723
QC Officer ,Natco-Pharma,1-6yrs  ,"3,82,286",2.0,5.6,4.1,723
Scientist 1 ,Natco-Pharma,2-6yrs  ,"3,14,298",1.8,4.8,4.1,723
Deputy Manager ,Natco-Pharma,8-16yrs  ,"7,96,189",5.9,10.0,4.1,723
Junior Production Officer ,Natco-Pharma,1-3yrs  ,"3,65,806",2.2,5.1,4.1,723
Process Engineer ,Natco-Pharma,1-7yrs  ,"3,37,789",1.8,5.0,4.1,723
EHS Officer ,Natco-Pharma,1-7yrs  ,"3,59,853",2.5,5.0,4.1,723
Officer ,Gharda-Chemicals,1-7yrs  ,"4,33,202",1.8,6.5,3.8,708
Junior Officer ,Gharda-Chemicals,1-5yrs  ,"3,84,575",2.0,5.7,3.8,708
Production Officer ,Gharda-Chemicals,1-6yrs  ,"2,97,894",2.0,4.3,3.8,708
Executive Production ,Gharda-Chemicals,5-13yrs  ,"4,85,594",3.1,7.1,3.8,708
QC Officer ,Gharda-Chemicals,1-6yrs  ,"6,39,267",4.2,9.0,3.8,708
Scientist 1 ,Gharda-Chemicals,2-6yrs  ,"4,09,310",1.8,6.0,3.8,708
Deputy Manager ,Gharda-Chemicals,8-16yrs  ,"4,38,317",3.2,6.0,3.8,708
Junior Production Officer ,Gharda-Chemicals,1-3yrs  ,"6,84,095",4.0,9.2,3.8,708
Process Engineer ,Gharda-Chemicals,1-7yrs  ,"5,34,436",3.3,7.1,3.8,708
EHS Officer ,Gharda-Chemicals,1-7yrs  ,"4,23,077",2.8,6.4,3.8,708
Officer ,Knorr-Bremse,1-7yrs  ,"9,09,207",4.0,16.2,4.0,689
Junior Officer ,Knorr-Bremse,1-5yrs  ,"19,97,468",11.3,29.3,4.0,689
Production Officer ,Knorr-Bremse,1-6yrs  ,"13,30,576",7.2,18.2,4.0,689
Executive Production ,Knorr-Bremse,5-13yrs  ,"2,57,479",1.5,4.7,4.0,689
QC Officer ,Knorr-Bremse,1-6yrs  ,"9,93,417",6.0,14.0,4.0,689
Scientist 1 ,Knorr-Bremse,2-6yrs  ,"6,27,764",2.1,9.3,4.0,689
Deputy Manager ,Knorr-Bremse,8-16yrs  ,"7,73,685",4.4,12.3,4.0,689
Junior Production Officer ,Knorr-Bremse,1-3yrs  ,"12,06,341",7.0,17.5,4.0,689
Process Engineer ,Knorr-Bremse,1-7yrs  ,"2,79,309",2.0,3.4,4.0,689
EHS Officer ,Knorr-Bremse,1-7yrs  ,"4,07,129",2.8,5.0,4.0,689
Officer ,Renew-Solar-Power,1-7yrs  ,"13,72,521",5.5,18.9,4.0,675
Junior Officer ,Renew-Solar-Power,1-5yrs  ,"7,23,065",4.0,9.5,4.0,675
Production Officer ,Renew-Solar-Power,1-6yrs  ,"5,06,577",3.0,6.8,4.0,675
Executive Production ,Renew-Solar-Power,5-13yrs  ,"5,34,958",4.2,6.0,4.0,675
QC Officer ,Renew-Solar-Power,1-6yrs  ,"3,41,910",2.0,5.2,4.0,675
Scientist 1 ,Renew-Solar-Power,2-6yrs  ,"31,05,327",19.8,40.2,4.0,675
Deputy Manager ,Renew-Solar-Power,8-16yrs  ,"3,04,958",2.2,4.5,4.0,675
Junior Production Officer ,Renew-Solar-Power,1-3yrs  ,"6,09,639",4.0,8.0,4.0,675
Process Engineer ,Renew-Solar-Power,1-7yrs  ,"37,04,844",28.0,44.2,4.0,675
EHS Officer ,Renew-Solar-Power,1-7yrs  ,"2,80,836",1.8,4.0,4.0,675
Officer ,Sri-Chaitanya-Schools,1-7yrs  ,"2,24,236",90.0,7.6,4.1,655
Junior Officer ,Sri-Chaitanya-Schools,1-5yrs  ,"2,98,830",1.2,7.0,4.1,655
Production Officer ,Sri-Chaitanya-Schools,1-6yrs  ,"1,89,356",1.0,3.6,4.1,655
Executive Production ,Sri-Chaitanya-Schools,5-13yrs  ,"2,33,450",1.0,3.5,4.1,655
QC Officer ,Sri-Chaitanya-Schools,1-6yrs  ,"3,95,643",1.6,8.0,4.1,655
Scientist 1 ,Sri-Chaitanya-Schools,2-6yrs  ,"2,43,742",1.0,5.0,4.1,655
Deputy Manager ,Sri-Chaitanya-Schools,8-16yrs  ,"3,49,309",1.6,6.5,4.1,655
Junior Production Officer ,Sri-Chaitanya-Schools,1-3yrs  ,"2,11,573",1.1,3.0,4.1,655
Process Engineer ,Sri-Chaitanya-Schools,1-7yrs  ,"9,74,534",4.2,14.2,4.1,655
EHS Officer ,Sri-Chaitanya-Schools,1-7yrs  ,"2,58,966",1.2,4.5,4.1,655
Officer ,Sandhar-Technologies,1-7yrs  ,"5,30,197",2.9,8.2,4.0,642
Junior Officer ,Sandhar-Technologies,1-5yrs  ,"3,01,804",1.8,5.0,4.0,642
Production Officer ,Sandhar-Technologies,1-6yrs  ,"3,68,859",2.4,5.2,4.0,642
Executive Production ,Sandhar-Technologies,5-13yrs  ,"2,29,549",2.0,3.0,4.0,642
QC Officer ,Sandhar-Technologies,1-6yrs  ,"9,32,053",6.0,13.9,4.0,642
Scientist 1 ,Sandhar-Technologies,2-6yrs  ,"2,06,797",1.1,3.2,4.0,642
Deputy Manager ,Sandhar-Technologies,8-16yrs  ,"3,51,561",1.8,4.8,4.0,642
Junior Production Officer ,Sandhar-Technologies,1-3yrs  ,"4,79,528",3.0,6.6,4.0,642
Process Engineer ,Sandhar-Technologies,1-7yrs  ,"2,88,002",2.1,3.9,4.0,642
EHS Officer ,Sandhar-Technologies,1-7yrs  ,"3,40,563",1.8,5.0,4.0,642
Officer ,Orchids-International-School,1-7yrs  ,"2,37,826",1.4,3.0,4.3,627
Junior Officer ,Orchids-International-School,1-5yrs  ,"2,91,548",1.2,3.5,4.3,627
Production Officer ,Orchids-International-School,1-6yrs  ,"3,10,960",1.6,4.3,4.3,627
Executive Production ,Orchids-International-School,5-13yrs  ,"3,16,627",80.0,4.5,4.3,627
QC Officer ,Orchids-International-School,1-6yrs  ,"3,43,261",2.7,4.3,4.3,627
Scientist 1 ,Orchids-International-School,2-6yrs  ,"3,40,614",2.2,4.5,4.3,627
Deputy Manager ,Orchids-International-School,8-16yrs  ,"2,92,268",2.0,4.5,4.3,627
Junior Production Officer ,Orchids-International-School,1-3yrs  ,"2,79,135",1.6,3.7,4.3,627
Process Engineer ,Orchids-International-School,1-7yrs  ,"2,83,391",1.8,4.0,4.3,627
EHS Officer ,Orchids-International-School,1-7yrs  ,"5,02,337",3.1,6.5,4.3,627
Officer ,Rashmi-Metaliks,1-7yrs  ,"2,98,128",1.7,4.3,4.2,615
Junior Officer ,Rashmi-Metaliks,1-5yrs  ,"4,83,149",2.3,6.5,4.2,615
Production Officer ,Rashmi-Metaliks,1-6yrs  ,"2,74,853",1.0,3.7,4.2,615
Executive Production ,Rashmi-Metaliks,5-13yrs  ,"3,34,559",1.3,5.5,4.2,615
QC Officer ,Rashmi-Metaliks,1-6yrs  ,"7,89,630",4.8,11.0,4.2,615
Scientist 1 ,Rashmi-Metaliks,2-6yrs  ,"3,15,271",1.8,4.8,4.2,615
Deputy Manager ,Rashmi-Metaliks,8-16yrs  ,"1,98,907",1.0,3.6,4.2,615
Junior Production Officer ,Rashmi-Metaliks,1-3yrs  ,"2,30,862",1.0,3.0,4.2,615
Process Engineer ,Rashmi-Metaliks,1-7yrs  ,"1,72,609",20.0,3.0,4.2,615
EHS Officer ,Rashmi-Metaliks,1-7yrs  ,"3,61,364",1.8,5.8,4.2,615
Officer ,Aristo-Pharmaceuticals,1-7yrs  ,"2,85,906",1.7,4.5,3.8,605
Junior Officer ,Aristo-Pharmaceuticals,1-5yrs  ,"3,74,660",2.3,4.8,3.8,605
Production Officer ,Aristo-Pharmaceuticals,1-6yrs  ,"5,58,979",3.6,6.8,3.8,605
Executive Production ,Aristo-Pharmaceuticals,5-13yrs  ,"2,29,009",1.7,3.0,3.8,605
QC Officer ,Aristo-Pharmaceuticals,1-6yrs  ,"5,40,876",3.5,6.6,3.8,605
Scientist 1 ,Aristo-Pharmaceuticals,2-6yrs  ,"5,60,538",3.5,7.5,3.8,605
Deputy Manager ,Aristo-Pharmaceuticals,8-16yrs  ,"3,77,770",1.3,5.0,3.8,605
Junior Production Officer ,Aristo-Pharmaceuticals,1-3yrs  ,"4,05,095",2.4,5.2,3.8,605
Process Engineer ,Aristo-Pharmaceuticals,1-7yrs  ,"6,80,938",5.0,9.7,3.8,605
EHS Officer ,Aristo-Pharmaceuticals,1-7yrs  ,"5,95,959",3.8,7.0,3.8,605
Officer ,Softenger,1-7yrs  ,"3,55,872",1.8,6.4,4.0,598
Junior Officer ,Softenger,1-5yrs  ,"3,63,756",1.7,6.5,4.0,598
Production Officer ,Softenger,1-6yrs  ,"2,87,776",1.8,6.0,4.0,598
Executive Production ,Softenger,5-13yrs  ,"3,26,866",1.8,6.3,4.0,598
QC Officer ,Softenger,1-6yrs  ,"4,41,436",2.4,6.5,4.0,598
Scientist 1 ,Softenger,2-6yrs  ,"8,94,524",3.2,25.0,4.0,598
Deputy Manager ,Softenger,8-16yrs  ,"3,56,048",1.7,6.1,4.0,598
Junior Production Officer ,Softenger,1-3yrs  ,"9,57,895",4.0,18.0,4.0,598
Process Engineer ,Softenger,1-7yrs  ,"3,33,612",2.5,4.1,4.0,598
EHS Officer ,Softenger,1-7yrs  ,"3,98,482",2.0,6.4,4.0,598
Officer ,Amara-Raja-Group,1-7yrs  ,"3,28,322",2.0,4.5,3.9,590
Junior Officer ,Amara-Raja-Group,1-5yrs  ,"4,35,133",2.9,5.3,3.9,590
Production Officer ,Amara-Raja-Group,1-6yrs  ,"3,80,041",2.0,5.9,3.9,590
Executive Production ,Amara-Raja-Group,5-13yrs  ,"3,90,202",2.8,5.4,3.9,590
QC Officer ,Amara-Raja-Group,1-6yrs  ,"11,92,841",8.0,16.5,3.9,590
Scientist 1 ,Amara-Raja-Group,2-6yrs  ,"6,83,996",4.3,9.8,3.9,590
Deputy Manager ,Amara-Raja-Group,8-16yrs  ,"4,30,398",3.6,6.0,3.9,590
Junior Production Officer ,Amara-Raja-Group,1-3yrs  ,"2,67,586",10.0,4.4,3.9,590
Process Engineer ,Amara-Raja-Group,1-7yrs  ,"2,86,643",2.5,3.5,3.9,590
EHS Officer ,Amara-Raja-Group,1-7yrs  ,"3,26,512",2.5,4.0,3.9,590
Officer ,DuPont,1-7yrs  ,"4,36,494",2.5,7.5,3.8,577
Junior Officer ,DuPont,1-5yrs  ,"6,48,032",4.5,8.7,3.8,577
Production Officer ,DuPont,1-6yrs  ,"7,09,238",4.1,9.4,3.8,577
Executive Production ,DuPont,5-13yrs  ,"9,64,378",7.4,12.0,3.8,577
QC Officer ,DuPont,1-6yrs  ,"3,79,129",2.5,4.4,3.8,577
Scientist 1 ,DuPont,2-6yrs  ,"3,90,118",2.1,6.5,3.8,577
Deputy Manager ,DuPont,8-16yrs  ,"4,43,649",2.5,6.3,3.8,577
Junior Production Officer ,DuPont,1-3yrs  ,"9,34,242",6.0,12.0,3.8,577
Process Engineer ,DuPont,1-7yrs  ,"2,29,700",1.6,4.2,3.8,577
EHS Officer ,DuPont,1-7yrs  ,"4,88,267",3.8,5.8,3.8,577
Officer ,Star-Cement,1-7yrs  ,"5,17,755",2.2,7.3,4.7,564
Junior Officer ,Star-Cement,1-5yrs  ,"4,46,709",2.8,6.0,4.7,564
Production Officer ,Star-Cement,1-6yrs  ,"4,70,582",3.0,5.8,4.7,564
Executive Production ,Star-Cement,5-13yrs  ,"13,18,695",4.8,17.6,4.7,564
QC Officer ,Star-Cement,1-6yrs  ,"5,72,806",2.8,7.5,4.7,564
Scientist 1 ,Star-Cement,2-6yrs  ,"12,85,998",7.0,17.0,4.7,564
Deputy Manager ,Star-Cement,8-16yrs  ,"2,57,785",1.6,3.5,4.7,564
Junior Production Officer ,Star-Cement,1-3yrs  ,"3,28,452",3.0,4.8,4.7,564
Process Engineer ,Star-Cement,1-7yrs  ,"4,66,406",3.5,6.0,4.7,564
EHS Officer ,Star-Cement,1-7yrs  ,"4,15,979",2.0,5.8,4.7,564
Officer ,Indira-IVF-Hospital,1-7yrs  ,"3,21,089",2.0,4.6,3.8,556
Junior Officer ,Indira-IVF-Hospital,1-5yrs  ,"3,49,565",1.8,5.0,3.8,556
Production Officer ,Indira-IVF-Hospital,1-6yrs  ,"3,05,053",1.8,4.8,3.8,556
Executive Production ,Indira-IVF-Hospital,5-13yrs  ,"2,84,685",15.0,4.3,3.8,556
QC Officer ,Indira-IVF-Hospital,1-6yrs  ,"4,22,307",2.6,6.0,3.8,556
Scientist 1 ,Indira-IVF-Hospital,2-6yrs  ,"3,26,374",1.4,5.8,3.8,556
Deputy Manager ,Indira-IVF-Hospital,8-16yrs  ,"2,90,110",1.5,3.6,3.8,556
Junior Production Officer ,Indira-IVF-Hospital,1-3yrs  ,"6,40,884",3.5,9.0,3.8,556
Process Engineer ,Indira-IVF-Hospital,1-7yrs  ,"1,96,071",1.0,3.0,3.8,556
EHS Officer ,Indira-IVF-Hospital,1-7yrs  ,"2,52,931",1.4,3.5,3.8,556
Officer ,Centre-for-Development-of-Advanced-Computing,1-7yrs  ,"7,50,551",3.0,15.1,4.3,548
Junior Officer ,Centre-for-Development-of-Advanced-Computing,1-5yrs  ,"4,43,333",2.1,5.6,4.3,548
Production Officer ,Centre-for-Development-of-Advanced-Computing,1-6yrs  ,"5,26,524",2.5,10.3,4.3,548
Executive Production ,Centre-for-Development-of-Advanced-Computing,5-13yrs  ,"4,21,147",2.1,7.5,4.3,548
QC Officer ,Centre-for-Development-of-Advanced-Computing,1-6yrs  ,"10,49,965",6.0,14.2,4.3,548
Scientist 1 ,Centre-for-Development-of-Advanced-Computing,2-6yrs  ,"9,30,744",7.8,10.8,4.3,548
Deputy Manager ,Centre-for-Development-of-Advanced-Computing,8-16yrs  ,"13,75,318",7.0,22.8,4.3,548
Junior Production Officer ,Centre-for-Development-of-Advanced-Computing,1-3yrs  ,"1,70,000",10.0,4.0,4.3,548
Process Engineer ,Centre-for-Development-of-Advanced-Computing,1-7yrs  ,"19,26,167",14.0,24.0,4.3,548
EHS Officer ,Centre-for-Development-of-Advanced-Computing,1-7yrs  ,"5,48,172",3.5,8.2,4.3,548
Officer ,Suzuki-Motorcycle,1-7yrs  ,"1,95,527",25.0,7.0,3.7,537
Junior Officer ,Suzuki-Motorcycle,1-5yrs  ,"3,80,758",1.8,6.3,3.7,537
Production Officer ,Suzuki-Motorcycle,1-6yrs  ,"2,24,644",2.0,2.7,3.7,537
Executive Production ,Suzuki-Motorcycle,5-13yrs  ,"10,68,781",6.5,13.7,3.7,537
QC Officer ,Suzuki-Motorcycle,1-6yrs  ,"15,11,853",9.9,20.0,3.7,537
Scientist 1 ,Suzuki-Motorcycle,2-6yrs  ,"12,18,356",8.5,14.9,3.7,537
Deputy Manager ,Suzuki-Motorcycle,8-16yrs  ,"2,98,780",10.0,5.2,3.7,537
Junior Production Officer ,Suzuki-Motorcycle,1-3yrs  ,"11,50,344",8.0,14.2,3.7,537
Process Engineer ,Suzuki-Motorcycle,1-7yrs  ,"2,13,402",15.0,3.5,3.7,537
EHS Officer ,Suzuki-Motorcycle,1-7yrs  ,"6,08,542",4.0,8.5,3.7,537
Officer ,DLF,1-7yrs  ,"10,89,918",6.5,15.0,3.9,524
Junior Officer ,DLF,1-5yrs  ,"24,47,957",14.3,33.3,3.9,524
Production Officer ,DLF,1-6yrs  ,"3,76,950",2.5,5.5,3.9,524
Executive Production ,DLF,5-13yrs  ,"31,99,993",20.5,40.0,3.9,524
QC Officer ,DLF,1-6yrs  ,"7,10,918",4.8,9.0,3.9,524
Scientist 1 ,DLF,2-6yrs  ,"68,84,355",44.1,95.0,3.9,524
Deputy Manager ,DLF,8-16yrs  ,"43,83,554",21.6,59.0,3.9,524
Junior Production Officer ,DLF,1-3yrs  ,"2,07,937",1.2,3.2,3.9,524
Process Engineer ,DLF,1-7yrs  ,"3,41,542",2.4,4.4,3.9,524
EHS Officer ,DLF,1-7yrs  ,"14,92,082",9.0,21.0,3.9,524
Officer ,Federal-Bank,1-7yrs  ,"10,43,607",4.5,13.5,4.0,514
Junior Officer ,Federal-Bank,1-5yrs  ,"3,28,799",15.0,13.0,4.0,514
Production Officer ,Federal-Bank,1-6yrs  ,"10,84,842",6.0,14.0,4.0,514
Executive Production ,Federal-Bank,5-13yrs  ,"14,75,266",9.0,20.0,4.0,514
QC Officer ,Federal-Bank,1-6yrs  ,"13,59,116",3.7,18.8,4.0,514
Scientist 1 ,Federal-Bank,2-6yrs  ,"13,88,744",7.0,18.0,4.0,514
Deputy Manager ,Federal-Bank,8-16yrs  ,"13,68,173",7.0,19.0,4.0,514
Junior Production Officer ,Federal-Bank,1-3yrs  ,"5,82,746",2.2,8.5,4.0,514
Process Engineer ,Federal-Bank,1-7yrs  ,"18,67,002",12.0,22.0,4.0,514
EHS Officer ,Federal-Bank,1-7yrs  ,"10,22,134",8.0,13.5,4.0,514
Officer ,Greenko-Group,1-7yrs  ,"7,74,664",4.3,12.1,3.7,507
Junior Officer ,Greenko-Group,1-5yrs  ,"3,83,787",2.0,7.2,3.7,507
Production Officer ,Greenko-Group,1-6yrs  ,"3,56,957",2.0,5.0,3.7,507
Executive Production ,Greenko-Group,5-13yrs  ,"3,74,253",2.4,7.0,3.7,507
QC Officer ,Greenko-Group,1-6yrs  ,"3,03,667",1.8,4.6,3.7,507
Scientist 1 ,Greenko-Group,2-6yrs  ,"2,18,125",1.0,4.0,3.7,507
Deputy Manager ,Greenko-Group,8-16yrs  ,"4,31,601",2.8,5.5,3.7,507
Junior Production Officer ,Greenko-Group,1-3yrs  ,"18,52,074",10.7,25.0,3.7,507
Process Engineer ,Greenko-Group,1-7yrs  ,"4,66,022",3.5,7.2,3.7,507
EHS Officer ,Greenko-Group,1-7yrs  ,"3,92,578",2.0,5.5,3.7,507
Officer ,Varroc-Polymers,1-7yrs  ,"2,95,949",1.2,5.8,4.2,495
Junior Officer ,Varroc-Polymers,1-5yrs  ,"3,42,512",2.0,4.8,4.2,495
Production Officer ,Varroc-Polymers,1-6yrs  ,"4,71,608",2.7,6.8,4.2,495
Executive Production ,Varroc-Polymers,5-13yrs  ,"11,14,251",8.4,14.0,4.2,495
QC Officer ,Varroc-Polymers,1-6yrs  ,"2,09,891",1.2,3.2,4.2,495
Scientist 1 ,Varroc-Polymers,2-6yrs  ,"4,31,141",2.8,6.0,4.2,495
Deputy Manager ,Varroc-Polymers,8-16yrs  ,"2,22,894",1.4,3.6,4.2,495
Junior Production Officer ,Varroc-Polymers,1-3yrs  ,"3,68,659",2.5,5.4,4.2,495
Process Engineer ,Varroc-Polymers,1-7yrs  ,"2,07,424",15.0,3.0,4.2,495
EHS Officer ,Varroc-Polymers,1-7yrs  ,"2,38,483",1.8,3.5,4.2,495
Officer ,Prodapt,1-7yrs  ,"5,29,763",2.6,8.5,3.9,490
Junior Officer ,Prodapt,1-5yrs  ,"9,18,578",3.9,18.0,3.9,490
Production Officer ,Prodapt,1-6yrs  ,"4,10,840",2.4,5.5,3.9,490
Executive Production ,Prodapt,5-13yrs  ,"14,03,921",4.6,23.7,3.9,490
QC Officer ,Prodapt,1-6yrs  ,"2,13,110",1.0,3.1,3.9,490
Scientist 1 ,Prodapt,2-6yrs  ,"3,29,942",1.3,4.8,3.9,490
Deputy Manager ,Prodapt,8-16yrs  ,"20,35,190",8.8,35.0,3.9,490
Junior Production Officer ,Prodapt,1-3yrs  ,"5,32,692",3.0,7.9,3.9,490
Process Engineer ,Prodapt,1-7yrs  ,"17,69,893",7.1,24.0,3.9,490
EHS Officer ,Prodapt,1-7yrs  ,"5,84,201",2.4,8.5,3.9,490
Officer ,Kotak-Mahindra-Prime,1-7yrs  ,"5,30,461",3.2,7.3,3.9,485
Junior Officer ,Kotak-Mahindra-Prime,1-5yrs  ,"4,10,286",1.8,7.8,3.9,485
Production Officer ,Kotak-Mahindra-Prime,1-6yrs  ,"2,32,091",1.1,3.3,3.9,485
Executive Production ,Kotak-Mahindra-Prime,5-13yrs  ,"2,28,634",1.2,3.3,3.9,485
QC Officer ,Kotak-Mahindra-Prime,1-6yrs  ,"7,09,278",4.0,11.0,3.9,485
Scientist 1 ,Kotak-Mahindra-Prime,2-6yrs  ,"4,04,037",2.5,6.5,3.9,485
Deputy Manager ,Kotak-Mahindra-Prime,8-16yrs  ,"2,36,828",1.4,3.2,3.9,485
